Title,Video URL,Channel,Channel URL,Timestamp,Year,Month,Weekdays,TimeOfDay,Hour
How to Get and Use Notability on Mac,https://www.youtube.com/watch?v=qV4rSrtCQag,How to Pod,https://www.youtube.com/channel/UCFfmL4LT59vscJOUlJ7DEMQ,2023-02-09 16:51:04+04:00,2023,2,0,Working Hours,16
"Cal Newport: Lifestyle Design, Slow Productivity and Contrarian Writing",https://www.youtube.com/watch?v=uB8fCHGh_is,Deep Dive with Ali Abdaal,https://www.youtube.com/channel/UChfo46ZNOV-vtehDc25A1Ug,2023-02-09 14:15:06+04:00,2023,2,0,Working Hours,14
"15 MIN TONED LEGS & ROUND BOOTY WORKOUT (Dumbbell, At Home)",https://www.youtube.com/watch?v=oqaoE2cvbYg,MadFit,https://www.youtube.com/channel/UCpQ34afVgk8cRQBjSJ1xuJQ,2023-02-09 13:58:20+04:00,2023,2,0,Working Hours,13
15 min BOOTY BUILD & TONE At Home Workout,https://www.youtube.com/watch?v=6BQx4HcvPtE,MadFit,https://www.youtube.com/channel/UCpQ34afVgk8cRQBjSJ1xuJQ,2023-02-09 13:53:00+04:00,2023,2,0,Working Hours,13
"30min. Power Yoga ""Urban Yoga Flow"" Class with Travis Eliot",https://www.youtube.com/watch?v=-M6jME6BhCk,Travis Eliot,https://www.youtube.com/channel/UCHTisXO8TeozyYOxEZGC8XQ,2023-02-09 08:49:27+04:00,2023,2,0,Early Morning,8
Wheels on the Bus + More! | CoComelon - It's Cody Time | CoComelon Nursery Rhymes,https://www.youtube.com/watch?v=Qoxl_azjR4Q,CoComelon - It's Cody Time,https://www.youtube.com/channel/UCuekY-Lxc6H9NEFO3EzDNdA,2023-02-08 19:04:41+04:00,2023,2,0,After Work Hours,19
Mickey Mouse Funhouse Season 1 Full Episodes! | 140 Minute Compilation | @disneyjunior,https://www.youtube.com/watch?v=JkcxEUNohC8,Disney Junior,https://www.youtube.com/channel/UCNcdbMyA59zE-Vk668bKWOg,2023-02-08 18:42:08+04:00,2023,2,0,After Work Hours,18
Use AI to get ahead while others panic (PREPARE NOW) | Tom Bilyeu,https://www.youtube.com/watch?v=LXcpYfImJpA,Tom Bilyeu,https://www.youtube.com/channel/UCnYMOamNKLGVlJgRUbamveA,2023-02-08 14:20:54+04:00,2023,2,0,Working Hours,14
"How society fools the poor with ""work/life balance""",https://www.youtube.com/watch?v=-TydwZMX8wM,Alex Hormozi,https://www.youtube.com/channel/UCUyDOdBWhC1MCxEjC46d-zw,2023-02-08 14:10:26+04:00,2023,2,0,Working Hours,14
"Mutual Information, Clearly Explained!!!",https://www.youtube.com/watch?v=eJIp_mgVLwE,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2023-02-08 13:44:48+04:00,2023,2,0,Working Hours,13
"Neuroscientist: ""You should Meditate every day"" | Andrew Huberman",https://www.youtube.com/watch?v=whRfBwwYoYE,Unlocked Potential,https://www.youtube.com/channel/UC3Y-wo__YvQhei91Hs3BhDg,2023-02-08 13:38:52+04:00,2023,2,0,Working Hours,13
7 HABITS Of Highly SUCCESSFUL PEOPLE (Use These To Achieve Success) | Rob Dial,https://www.youtube.com/watch?v=qvUc3P8behk,Rob Dial,https://www.youtube.com/channel/UCHl3aFKS0bY0d8JwqNysaeA,2023-02-08 13:28:22+04:00,2023,2,0,Working Hours,13
The Parable of the Chinese Farmer #shorts,https://www.youtube.com/watch?v=OAEopgIpv38,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-02-08 13:26:25+04:00,2023,2,0,Working Hours,13
Careers Have Changed Forever,https://www.youtube.com/watch?v=gs8mBQkdQ8Q,How Money Works,https://www.youtube.com/channel/UCkCGANrihzExmu9QiqZpPlQ,2023-02-08 09:18:13+04:00,2023,2,0,Working Hours,9
YogaStrong Challenge Day 2 - Yoga for LEGS and GLUTES with Ashton August,https://www.youtube.com/watch?v=RcrVDjiLSh8,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-02-08 08:52:10+04:00,2023,2,0,Early Morning,8
"Wiggle, Freeze, Spin + more! | Dance Along | Dance Compilation | Danny Go! Songs for Kids",https://www.youtube.com/watch?v=XDJHcUkkjHA,Danny Go!,https://www.youtube.com/channel/UC3wCAOfSB0W9iuKDDtNJeGw,2023-02-07 19:15:17+04:00,2023,2,0,After Work Hours,19
BI 160 Ole Jensen: Rhythms of Cognition,https://www.youtube.com/watch?v=yW9U2qT093A,Brain Inspired,https://www.youtube.com/channel/UCZCA4LUirmPL61KHeUC0YRQ,2023-02-07 14:14:31+04:00,2023,2,0,Working Hours,14
Life Changing Lessons From 100 Of The World’s Greatest Minds | E104,https://www.youtube.com/watch?v=ZTA2RJ6dEFc,The Diary Of A CEO,https://www.youtube.com/channel/UCGq-a57w-aPwyi3pW7XLiHw,2023-02-07 14:06:27+04:00,2023,2,0,Working Hours,14
Open Nature: Free From Unnecessary Additives,https://www.youtube.com/watch?v=KiVQZ4BpIOw,,,2023-02-07 14:06:06+04:00,2023,2,0,Working Hours,14
7 Millionaire Habits You Want To Have In Your 30’s,https://www.youtube.com/watch?v=SSA3UDo02Hc,Tae Kim - Financial Tortoise,https://www.youtube.com/channel/UCEPWaN-XiZqEQAPiwvBa3ng,2023-02-07 13:53:31+04:00,2023,2,0,Working Hours,13
10 Ideas That Changed My Life,https://www.youtube.com/watch?v=cRQ3__g32MI,Improvement Pill,https://www.youtube.com/channel/UCBIt1VN5j37PVM8LLSuTTlw,2023-02-07 13:41:32+04:00,2023,2,0,Working Hours,13
You Don't Hate Books: The Simple Method I Use to Read 100 Books a Year,https://www.youtube.com/watch?v=1tOcYYGHCO0,Elizabeth Filips,https://www.youtube.com/channel/UCUFFHXvzAMRSD8Bq4bJppxQ,2023-02-07 13:27:25+04:00,2023,2,0,Working Hours,13
"FREE YOGA CLASS - Short, Sweet and Sweaty 💦 Power Vinyasa Flow (Full Class)",https://www.youtube.com/watch?v=yRCUfumiqhk,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-02-07 09:00:35+04:00,2023,2,0,Working Hours,9
Energizing Vinyasa Flow with Ashton August ⚡️ FULL LENGTH YOGA CLASS,https://www.youtube.com/watch?v=FyKoARy-Hcg,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-02-07 08:59:35+04:00,2023,2,0,Early Morning,8
"10min. Power Yoga ""Cross Train"" with Travis",https://www.youtube.com/watch?v=SUdVqsIV4fY,Travis Eliot,https://www.youtube.com/channel/UCHTisXO8TeozyYOxEZGC8XQ,2023-02-06 22:16:29+04:00,2023,2,0,After Work Hours,22
How To Recreate Your Life And Career In 2023 - Paul Millerd,https://www.youtube.com/watch?v=8MUmlegsfIY,Deep Dive with Ali Abdaal,https://www.youtube.com/channel/UChfo46ZNOV-vtehDc25A1Ug,2023-02-06 19:09:50+04:00,2023,2,0,After Work Hours,19
How to overcome the fear of getting started.,https://www.youtube.com/watch?v=WrlkSH87u3I,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-02-06 18:57:23+04:00,2023,2,0,After Work Hours,18
Toy Story 3 In Real Life | Full-length Fan Film,https://www.youtube.com/watch?v=YfduDq5gLnE,Toy Story 3 IRL,https://www.youtube.com/channel/UCPHzFk9kQgdGgU-sdsGsJtw,2023-02-05 19:41:04+04:00,2023,2,1,After Work Hours,19
Max Gets a New... Brother? | The Secret Life of Pets | Animated Cartoons For Children,https://www.youtube.com/watch?v=lHqvFdWPQ2A,Animated Cartoons for Children,https://www.youtube.com/channel/UCstwnmjrH6CX63UNqo0Mh5A,2023-02-05 19:30:45+04:00,2023,2,1,After Work Hours,19
TOY STORY 3 All Best Movie Clips (2010),https://www.youtube.com/watch?v=4NSfIi57ado,Entertainment Access,https://www.youtube.com/channel/UCA0MDADBWmCFro3SXR5mlSg,2023-02-05 19:23:13+04:00,2023,2,1,After Work Hours,19
How To: 8 Angle - Beginners Arm Balance,https://www.youtube.com/watch?v=18dKpr1qznM,Livinleggings,https://www.youtube.com/channel/UCgWQTkge37gJK8vZJfLcBKw,2023-02-05 16:29:17+04:00,2023,2,1,Working Hours,16
ZUMBA Fitness Cardio Workout Vollvideo,https://www.youtube.com/watch?v=hOXwkn_AxUs,Trainieren Dance - Tanzen Zumba,https://www.youtube.com/channel/UCbRVl6u3FI38rWAqxAwMHeQ,2023-02-05 16:02:02+04:00,2023,2,1,Working Hours,16
30-Minute Hip-Hop Fit Workout,https://www.youtube.com/watch?v=ZWk19OVon2k,POPSUGAR Fitness,https://www.youtube.com/channel/UCBINFWq52ShSgUFEoynfSwg,2023-02-05 15:59:44+04:00,2023,2,1,Working Hours,15
LATIN DANCE WORKOUT | PART 3 | 25 MINUTES | No equipment,https://www.youtube.com/watch?v=_vIJuaovfpw,Tara's body,https://www.youtube.com/channel/UCQXSTjAoqNh5HK5Ae6iwwjA,2023-02-05 15:58:38+04:00,2023,2,1,Working Hours,15
Meet 96-Year-Old That Stays Fit with Yoga and Dance,https://www.youtube.com/watch?v=n_JrBElQvDQ,The Doctors,https://www.youtube.com/channel/UCjH0RBT-7QhpSgLFnPLgD0Q,2023-02-05 15:56:40+04:00,2023,2,1,Working Hours,15
20-Minute Cardio Focused Power Vinyasa Yoga Class with Michelle Stanger,https://www.youtube.com/watch?v=GiP1D86CU78,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-02-05 09:24:07+04:00,2023,2,1,Working Hours,9
Power Yoga Workout | 15 Min Yoga Class To Bring You Back To Yourself Gloriously,https://www.youtube.com/watch?v=nOrfps-dtac,Boho Beautiful Yoga,https://www.youtube.com/channel/UCWN2FPlvg9r-LnUyepH9IaQ,2023-02-05 09:23:29+04:00,2023,2,1,Working Hours,9
Learn English with Toy Story 2,https://www.youtube.com/watch?v=8C6523YnBbU,Learn English With TV Series,https://www.youtube.com/channel/UCKgpamMlm872zkGDcBJHYDg,2023-02-04 17:33:54+04:00,2023,2,1,After Work Hours,17
Learn English With Toy Story,https://www.youtube.com/watch?v=TsL7GeLswJI,Learn English With TV Series,https://www.youtube.com/channel/UCKgpamMlm872zkGDcBJHYDg,2023-02-04 17:05:29+04:00,2023,2,1,After Work Hours,17
How to overcome the fear of getting started.,https://www.youtube.com/watch?v=WrlkSH87u3I,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-02-04 15:50:37+04:00,2023,2,1,Working Hours,15
"Full Body Yoga | 20 Min VINYASA For Mobility, Flexibility, & Feeling Great",https://www.youtube.com/watch?v=MAM_we3SOSQ,Boho Beautiful Yoga,https://www.youtube.com/channel/UCWN2FPlvg9r-LnUyepH9IaQ,2023-02-04 15:29:21+04:00,2023,2,1,Working Hours,15
Wheels On The Bus + More Nursery Rhymes & Kids Songs - Educational Videos for Kids & Toddlers,https://www.youtube.com/watch?v=bOiYN7iU-W8,Ms Rachel - Toddler Learning Videos,https://www.youtube.com/channel/UCG2CL6EUjG8TVT1Tpl9nJdg,2023-02-04 13:39:35+04:00,2023,2,1,Working Hours,13
A Mickey Mouse Cartoon : Season 2 Episodes 1-10 | Disney Shorts,https://www.youtube.com/watch?v=EorJ8cEzsZo,Mickey Mouse,https://www.youtube.com/channel/UC5K8SEF_7GQBedXIjtXLCRg,2023-02-04 13:03:36+04:00,2023,2,1,Working Hours,13
Toy Story 4 - Woody & Bo Peep Best Moments,https://www.youtube.com/watch?v=TVxEqqzAtjM,plaguesofamnesia,https://www.youtube.com/channel/UCMd9yDT0WRt3LlHb54MKsQg,2023-02-04 12:44:28+04:00,2023,2,1,Working Hours,12
ALL Buzz Lightyear Agility/Parkour Scene HD,https://www.youtube.com/watch?v=PtvmGXSzAuQ,XHBunny,https://www.youtube.com/channel/UC7NgCfgXYLweSQ-Y2R8nHWA,2023-02-04 12:36:57+04:00,2023,2,1,Working Hours,12
The Dance Freeze Song | Freeze Dance | Scratch Garden,https://www.youtube.com/watch?v=A1vdKfXlB_g,Scratch Garden,https://www.youtube.com/channel/UC8NFs-VWUsyuq4zaYVVMgCQ,2023-02-04 12:35:30+04:00,2023,2,1,Working Hours,12
Toy Story 3 In Real Life | Full-length Fan Film,https://www.youtube.com/watch?v=YfduDq5gLnE,Toy Story 3 IRL,https://www.youtube.com/channel/UCPHzFk9kQgdGgU-sdsGsJtw,2023-02-04 12:33:21+04:00,2023,2,1,Working Hours,12
My Entire Process for Doing Data Science Projects (ft. Notion),https://www.youtube.com/watch?v=tpGawyNMRLM,Thu Vu data analytics,https://www.youtube.com/channel/UCJQJAI7IjbLcpsjWdSzYz0Q,2023-02-03 23:03:20+04:00,2023,2,0,After Work Hours,23
9 Financial Goals To Achieve Before 40,https://www.youtube.com/watch?v=e4-a_5-8CF8,Tae Kim - Financial Tortoise,https://www.youtube.com/channel/UCEPWaN-XiZqEQAPiwvBa3ng,2023-02-03 23:02:43+04:00,2023,2,0,After Work Hours,23
6 MacBook apps you probably haven't heard of #shorts,https://www.youtube.com/watch?v=5tEPfbrHRl4,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-02-03 23:01:21+04:00,2023,2,0,After Work Hours,23
HOME TOUR - My London Student Apartment,https://www.youtube.com/watch?v=oDNErTgm2zw,Elizabeth Filips,https://www.youtube.com/channel/UCUFFHXvzAMRSD8Bq4bJppxQ,2023-02-03 23:00:25+04:00,2023,2,0,After Work Hours,23
National Grid: Power Outages - Preparation & Restoration,https://www.youtube.com/watch?v=7GTUh9pR-Ag,NationalGridUS,https://www.youtube.com/channel/UCat6ytkua99k4zl7SptL66w,2023-02-03 22:56:46+04:00,2023,2,0,After Work Hours,22
10 Ideas That Changed My Life,https://www.youtube.com/watch?v=cRQ3__g32MI,Improvement Pill,https://www.youtube.com/channel/UCBIt1VN5j37PVM8LLSuTTlw,2023-02-03 13:45:56+04:00,2023,2,0,Working Hours,13
The Stockdale Paradox #shorts,https://www.youtube.com/watch?v=1s3QPW3raN0,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-02-03 13:44:47+04:00,2023,2,0,Working Hours,13
20 MIN LEG/BUTT/THIGH WORKOUT - Lower Body Strength,https://www.youtube.com/watch?v=zZ8tWnE8kzQ,MadFit,https://www.youtube.com/channel/UCpQ34afVgk8cRQBjSJ1xuJQ,2023-02-03 13:21:43+04:00,2023,2,0,Working Hours,13
"30min. Power Yoga ""Strong Morning Flow"" with Travis",https://www.youtube.com/watch?v=WMmzwstjZK8,Travis Eliot,https://www.youtube.com/channel/UCHTisXO8TeozyYOxEZGC8XQ,2023-02-03 13:20:19+04:00,2023,2,0,Working Hours,13
"The AI Buzz, Episode #1: ChatGPT, Transformers and Attention",https://www.youtube.com/watch?v=k3b9Mvtt6lU,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2023-02-03 13:20:09+04:00,2023,2,0,Working Hours,13
"Cosine Similarity, Clearly Explained!!!",https://www.youtube.com/watch?v=e9U0QAFbfLI,StatQuest with Josh Starmer,https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw,2023-02-03 13:12:15+04:00,2023,2,0,Working Hours,13
20 min Morning Power Yoga Flow - Intermediate Morning Yoga,https://www.youtube.com/watch?v=0BU-kza1sx8,Yoga with Kassandra,https://www.youtube.com/channel/UCX32D3gKXENrhOXdZjWWtMA,2023-02-03 08:35:23+04:00,2023,2,0,Early Morning,8
Open Nature Grass Fed Beef: Free From Antibiotics and Added Hormones,https://www.youtube.com/watch?v=3deAqAXyBAc,,,2023-02-03 08:33:59+04:00,2023,2,0,Early Morning,8
7 Millionaire Habits That Changed My Life,https://www.youtube.com/watch?v=C0ut-_VqIQ8,Vincent Chan,https://www.youtube.com/channel/UCPa0bvFsR1mbBpk5mIPFGLA,2023-02-02 14:40:51+04:00,2023,2,0,Working Hours,14
"IRS ""You'll NEVER Need to Pay Taxes Again... Legally""",https://www.youtube.com/watch?v=I7ZMUlT2bWo,Vincent Chan,https://www.youtube.com/channel/UCPa0bvFsR1mbBpk5mIPFGLA,2023-02-02 14:27:59+04:00,2023,2,0,Working Hours,14
16 Side Hustles No One Is Talking About For 2023,https://www.youtube.com/watch?v=UHiqqr8onBY,Vincent Chan,https://www.youtube.com/channel/UCPa0bvFsR1mbBpk5mIPFGLA,2023-02-02 14:14:26+04:00,2023,2,0,Working Hours,14
Advanced Vinyasa Yoga Flow (Free Class),https://www.youtube.com/watch?v=6LeKFE_aB4I,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-02-02 08:23:24+04:00,2023,2,0,Early Morning,8
14 Ai tools creators should actually use,https://www.youtube.com/watch?v=03iSjMQ3a1U,Sara Dietschy,https://www.youtube.com/channel/UC3fg6pL63upkXCc0T203wVg,2023-02-01 14:07:57+04:00,2023,2,0,Working Hours,14
9 Frugal Habits To Start In 2023,https://www.youtube.com/watch?v=Ti1wmFoewko,Tae Kim - Financial Tortoise,https://www.youtube.com/channel/UCEPWaN-XiZqEQAPiwvBa3ng,2023-02-01 13:57:06+04:00,2023,2,0,Working Hours,13
I Asked Millionaires How They Got Rich - 5 Key Ideas,https://www.youtube.com/watch?v=IK4B7XUqXWY,Ali Abdaal,https://www.youtube.com/channel/UCoOae5nYA7VqaXzerajD0lg,2023-02-01 13:43:51+04:00,2023,2,0,Working Hours,13
YogaStrong Challenge Day 2 - Yoga for LEGS and GLUTES with Ashton August,https://www.youtube.com/watch?v=RcrVDjiLSh8,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-02-01 08:41:24+04:00,2023,2,0,Early Morning,8
VS YT 000044 221202T,https://www.youtube.com/watch?v=gr7O-JIrn0A,,,2023-02-01 08:41:18+04:00,2023,2,0,Early Morning,8
Join the 21-Day Hip Opening Challenge!,https://www.youtube.com/watch?v=BaOujS9ev9M,,,2023-02-01 08:40:08+04:00,2023,2,0,Early Morning,8
"FREE YOGA CLASS - Short, Sweet and Sweaty 💦 Power Vinyasa Flow (Full Class)",https://www.youtube.com/watch?v=yRCUfumiqhk,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-01-31 08:34:33+04:00,2023,1,0,Early Morning,8
Yoga for Strong + Toned Abs - Yoga Class for Strong Summer-Ready Abs,https://www.youtube.com/watch?v=TalWtHYGVkM,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-01-30 20:45:31+04:00,2023,1,0,After Work Hours,20
Open Nature: Free From Unnecessary Additives,https://www.youtube.com/watch?v=KiVQZ4BpIOw,,,2023-01-30 08:03:24+04:00,2023,1,0,Early Morning,8
7 Non-Hyped AI Trends Bigger Than ChatGPT,https://www.youtube.com/watch?v=b1cPKenTScM,The AI Advantage,https://www.youtube.com/channel/UCHhYXsLBEVVnbvsq57n1MTQ,2023-01-29 15:21:57+04:00,2023,1,1,Working Hours,15
How to use NEW Microsoft Whiteboard,https://www.youtube.com/watch?v=EIcsIEYICVU,Kevin Stratvert,https://www.youtube.com/channel/UCfJT_eYDTmDE-ovKaxVE1ig,2023-01-29 14:22:53+04:00,2023,1,1,Working Hours,14
Best FREE Speech to Text AI - Whisper AI,https://www.youtube.com/watch?v=8SQV-B83tPU,Kevin Stratvert,https://www.youtube.com/channel/UCfJT_eYDTmDE-ovKaxVE1ig,2023-01-29 14:16:16+04:00,2023,1,1,Working Hours,14
5 Mind-blowing AI Tools 🤯,https://www.youtube.com/watch?v=_t6w7gSUndg,Kevin Stratvert,https://www.youtube.com/channel/UCfJT_eYDTmDE-ovKaxVE1ig,2023-01-29 14:07:33+04:00,2023,1,1,Working Hours,14
20 MIN LEG/BUTT/THIGH WORKOUT - Lower Body Strength,https://www.youtube.com/watch?v=zZ8tWnE8kzQ,MadFit,https://www.youtube.com/channel/UCpQ34afVgk8cRQBjSJ1xuJQ,2023-01-29 13:45:28+04:00,2023,1,1,Working Hours,13
HOW TO DO CROW POSE | Tips For Bakasana | Cat Meffan,https://www.youtube.com/watch?v=eeCnJuTOx5Y,Cat Meffan,https://www.youtube.com/channel/UCVrWHW_xYpDnr3p3OR4KYGw,2023-01-29 08:07:28+04:00,2023,1,1,Early Morning,8
20-MINUTE POWER YOGA FLOW | Intermediate Level | CAT MEFFAN,https://www.youtube.com/watch?v=CCsdPL5NlWo,Cat Meffan,https://www.youtube.com/channel/UCVrWHW_xYpDnr3p3OR4KYGw,2023-01-29 07:44:54+04:00,2023,1,1,Early Morning,7
FULL BODY POWER YOGA | 20-Minute Yoga Flow | CAT MEFFAN,https://www.youtube.com/watch?v=8lvwUv9fGpY,Cat Meffan,https://www.youtube.com/channel/UCVrWHW_xYpDnr3p3OR4KYGw,2023-01-29 07:43:15+04:00,2023,1,1,Early Morning,7
Shop at Temu,https://www.youtube.com/watch?v=qmEYCIBgWbI,,,2023-01-29 07:41:48+04:00,2023,1,1,Early Morning,7
Five Little Chicks | + More Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=4iKQbtajlII,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2023-01-28 18:52:43+04:00,2023,1,1,After Work Hours,18
Here Is The Beehive  | + More Kids Songs | Super Simple Songs,https://www.youtube.com/watch?v=zwZeJiFeSSQ,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2023-01-28 18:08:46+04:00,2023,1,1,After Work Hours,18
Social Media is Changing and THIS is The BIGGEST Opportunity of 2023,https://www.youtube.com/watch?v=lFUuAYfbC20,Vanessa Lau,https://www.youtube.com/channel/UCdOPzgbosSnbfwd9-iXP2NA,2023-01-28 16:24:43+04:00,2023,1,1,Working Hours,16
The 5 Biggest Social Media Trends in 2023,https://www.youtube.com/watch?v=yuL4Ror87VU,Vanessa Lau,https://www.youtube.com/channel/UCdOPzgbosSnbfwd9-iXP2NA,2023-01-28 16:06:44+04:00,2023,1,1,Working Hours,16
9 DAILY habits slowly DESTROYING our LIVER! Many people don't know about it,https://www.youtube.com/watch?v=qteOLXLdlw8,Health & Longevity,https://www.youtube.com/channel/UCmEHb_lA5AO7-5BTaQ26gVw,2023-01-28 16:03:01+04:00,2023,1,1,Working Hours,16
Takishima Mika (91 years old). Secrets of a fitness trainer from Japan,https://www.youtube.com/watch?v=UdXQG478g_w,Health & Longevity,https://www.youtube.com/channel/UCmEHb_lA5AO7-5BTaQ26gVw,2023-01-28 15:53:36+04:00,2023,1,1,Working Hours,15
Why You Will Pick the Wrong Career,https://www.youtube.com/watch?v=XLoMFXGTczU,Tina Huang,https://www.youtube.com/channel/UC2UXDak6o7rBm23k3Vv5dww,2023-01-28 15:46:59+04:00,2023,1,1,Working Hours,15
30-Minute Vinyasa Yoga Flow with Ashton August 🔥✨(FULL CLASS),https://www.youtube.com/watch?v=Y217d5BrLVI,YouAligned,https://www.youtube.com/channel/UCyEEqjhf3NeujoC73yUZbKw,2023-01-28 10:21:33+04:00,2023,1,1,Working Hours,10
Shop at Temu,https://www.youtube.com/watch?v=o9ZXgRwAb_g,,,2023-01-28 08:15:31+04:00,2023,1,1,Early Morning,8
Best Kids Songs from Super Simple | Children's Music,https://www.youtube.com/watch?v=gjpgSLXCdbc,Super Simple Songs - Kids Songs,https://www.youtube.com/channel/UCLsooMJoIpl_7ux2jvdPB-Q,2023-01-27 17:20:50+04:00,2023,1,0,After Work Hours,17
Reindeer Hokey Pokey Dance - The Kiboomers Preschool Songs for Christmas,https://www.youtube.com/watch?v=E48dJsivx7s,The Kiboomers - Kids Music Channel,https://www.youtube.com/channel/UCLy6-72NzYpFztbJ7jNEMkg,2023-01-27 17:19:17+04:00,2023,1,0,After Work Hours,17
Creative Hand Drawn Arrows and Circles in PowerPoint 2013,https://www.youtube.com/watch?v=7LAPW4pUljQ,Presentation Process,https://www.youtube.com/channel/UCTiyliqjYQm_xjXi065nQww,2023-01-27 16:53:00+04:00,2023,1,0,Working Hours,16
21 Mind Traps : The Ultimate Guide to your most common Thinking errors,https://www.youtube.com/watch?v=nYYkRaU0xh8,Escaping Ordinary (B.C Marx),https://www.youtube.com/channel/UCcf1t1tH-Pp5bmu4hbAytwA,2023-01-27 13:55:47+04:00,2023,1,0,Working Hours,13
AI Generated Videos Are Scary,https://www.youtube.com/watch?v=Es01hmaXux0,Enrico Tartarotti,https://www.youtube.com/channel/UCuQT7Vc3OjjZuGkqehNxb6w,2023-01-27 13:47:18+04:00,2023,1,0,Working Hours,13
Do You Have a GENIUS Startup Idea?,https://www.youtube.com/watch?v=HABFEs90MZ8,Enrico Tartarotti,https://www.youtube.com/channel/UCuQT7Vc3OjjZuGkqehNxb6w,2023-01-27 13:38:49+04:00,2023,1,0,Working Hours,13
